timestamp,level,outcome,duration,units_deployed,damage_to_units,damage_to_towers,resources_used
2025-05-11T18:11:19.313468,1,win,7.41,"{'KarasuTengu': 11, 'LumberJack': 11, 'Peasant': 9}","{'KarasuTengu': 63.25, 'Peasant': 34.75, 'LumberJack': 3.3}","{'KarasuTengu': 45, 'Peasant': 40, 'LumberJack': 20}","{'solar': 31, 'lunar': 22, 'eclipse': 0}"
2025-05-11T18:12:33.608030,1,win,6.83,"{'LumberJack': 9, 'KarasuTengu': 11, 'Peasant': 10}","{'KarasuTengu': 49.5, 'Peasant': 44.25, 'LumberJack': 6.3}","{'KarasuTengu': 55, 'Peasant': 50}","{'solar': 28, 'lunar': 22, 'eclipse': 0}"
2025-05-11T18:13:03.496873,2,win,28.48,"{'Gangster2': 7, 'Monk': 7, 'Gangster1': 6}","{'Gangster2': 201.0, 'Monk': 157.0, 'Gangster1': 146.5}","{'Gangster1': 30, 'Monk': 35, 'Gangster2': 35}","{'solar': 53, 'lunar': 21, 'eclipse': 0}"
2025-05-11T18:13:14.546742,3,win,9.75,"{'Wanderer': 4, 'BrownBeard': 6, 'YamabushiTengu': 6}","{'Wanderer': 57.5, 'YamabushiTengu': 261.0, 'BrownBeard': 65.5}","{'Wanderer': 15, 'YamabushiTengu': 100}","{'solar': 32, 'lunar': 64, 'eclipse': 6}"
2025-05-11T18:13:34.835758,4,win,19.0,"{'FireMage': 8, 'Countess': 34, 'Gangster3': 4}","{'FireMage': 309.0, 'Countess': 729.0, 'Gangster3': 124.25}","{'FireMage': 25, 'Gangster3': 20, 'Countess': 170}","{'solar': 120, 'lunar': 92, 'eclipse': 68}"
2025-05-11T18:13:49.591634,5,win,13.32,"{'FireMage': 11, 'VampireGirl': 12, 'Kitsune': 8}","{'FireMage': 193.5, 'VampireGirl': 209.25}","{'VampireGirl': 55, 'FireMage': 50}","{'solar': 127, 'lunar': 142, 'eclipse': 16}"
2025-05-11T18:13:58.275346,6,win,7.53,"{'Kunoichi': 5, 'VampireGirl': 7, 'FireMage': 9}","{'Kunoichi': 47.25, 'VampireGirl': 82.75, 'FireMage': 72.5}","{'FireMage': 40, 'VampireGirl': 35, 'Kunoichi': 25}","{'solar': 74, 'lunar': 65, 'eclipse': 0}"
2025-05-11T18:16:58.834948,1,loss,1.86,"{'Convert': 5, 'Peasant': 4, 'Pantheon': 1}","{'Convert': 133.14, 'Peasant': 153.41, 'Pantheon': 13.55}","{'Convert': 72.38, 'Peasant': 58.23, 'Pantheon': 13.23}","{'solar': 183, 'lunar': 94, 'eclipse': 134}"
2025-05-11T18:17:01.078975,1,loss,2.24,"{'Convert': 3, 'Peasant': 1, 'Pantheon': 1}","{'Convert': 81.98, 'Peasant': 22.81, 'Pantheon': 15.52}","{'Convert': 32.2, 'Peasant': 17.13, 'Pantheon': 19.11}","{'solar': 77, 'lunar': 166, 'eclipse': 118}"
2025-05-11T18:17:02.580444,1,win,1.5,"{'Peasant': 1, 'LumberJack': 3, 'Convert': 2, 'Pantheon': 4}","{'Peasant': 29.49, 'LumberJack': 82.79, 'Convert': 27.72, 'Pantheon': 96.7}","{'Peasant': 17.74, 'LumberJack': 34.01, 'Convert': 28.93, 'Pantheon': 60.19}","{'solar': 194, 'lunar': 113, 'eclipse': 99}"
2025-05-11T18:17:03.971320,1,loss,1.39,"{'Convert': 1, 'Peasant': 2, 'LumberJack': 1, 'Pantheon': 2}","{'Convert': 15.2, 'Peasant': 45.01, 'LumberJack': 46.54, 'Pantheon': 78.54}","{'Convert': 11.98, 'Peasant': 21.89, 'LumberJack': 6.11, 'Pantheon': 31.83}","{'solar': 56, 'lunar': 82, 'eclipse': 91}"
2025-05-11T18:17:05.782984,1,win,1.81,"{'Peasant': 2, 'Pantheon': 3, 'Convert': 2}","{'Peasant': 43.19, 'Pantheon': 125.5, 'Convert': 56.56}","{'Peasant': 20.01, 'Pantheon': 35.66, 'Convert': 18.53}","{'solar': 186, 'lunar': 108, 'eclipse': 98}"
2025-05-11T18:17:08.058487,1,win,2.28,"{'LumberJack': 5, 'Convert': 2, 'Pantheon': 1}","{'LumberJack': 140.73, 'Convert': 59.21, 'Pantheon': 24.97}","{'LumberJack': 59.41, 'Convert': 12.38, 'Pantheon': 12.07}","{'solar': 63, 'lunar': 139, 'eclipse': 193}"
2025-05-11T18:17:10.207674,1,win,2.15,"{'Pantheon': 3, 'LumberJack': 4, 'Convert': 1, 'Peasant': 2}","{'Pantheon': 63.67, 'LumberJack': 125.87, 'Convert': 21.08, 'Peasant': 76.88}","{'Pantheon': 36.45, 'LumberJack': 58.23, 'Convert': 12.1, 'Peasant': 21.68}","{'solar': 61, 'lunar': 110, 'eclipse': 176}"
2025-05-11T18:17:11.734510,1,loss,1.53,"{'Convert': 1, 'Pantheon': 5, 'Peasant': 3}","{'Convert': 35.97, 'Pantheon': 131.5, 'Peasant': 102.68}","{'Convert': 14.7, 'Pantheon': 40.55, 'Peasant': 25.11}","{'solar': 127, 'lunar': 72, 'eclipse': 111}"
2025-05-11T18:17:13.784901,1,win,2.05,"{'Pantheon': 2, 'Convert': 4, 'Peasant': 4, 'LumberJack': 2}","{'Pantheon': 77.47, 'Convert': 150.38, 'Peasant': 122.03, 'LumberJack': 42.03}","{'Pantheon': 28.92, 'Convert': 49.15, 'Peasant': 38.25, 'LumberJack': 21.45}","{'solar': 180, 'lunar': 51, 'eclipse': 60}"
2025-05-11T18:17:14.831833,1,loss,1.05,"{'LumberJack': 4, 'Convert': 4, 'Peasant': 4, 'Pantheon': 1}","{'LumberJack': 112.51, 'Convert': 121.01, 'Peasant': 153.65, 'Pantheon': 36.78}","{'LumberJack': 33.16, 'Convert': 32.86, 'Peasant': 52.66, 'Pantheon': 14.54}","{'solar': 57, 'lunar': 78, 'eclipse': 141}"
2025-05-11T18:17:15.926537,1,win,1.09,"{'Pantheon': 5, 'Convert': 1, 'LumberJack': 3, 'Peasant': 2}","{'Pantheon': 152.85, 'Convert': 28.64, 'LumberJack': 95.84, 'Peasant': 61.85}","{'Pantheon': 73.69, 'Convert': 17.77, 'LumberJack': 36.52, 'Peasant': 22.85}","{'solar': 117, 'lunar': 98, 'eclipse': 159}"
2025-05-11T18:17:17.720945,1,loss,1.79,"{'Convert': 3, 'Pantheon': 1, 'Peasant': 3, 'LumberJack': 1}","{'Convert': 106.64, 'Pantheon': 45.49, 'Peasant': 138.17, 'LumberJack': 49.35}","{'Convert': 42.03, 'Pantheon': 19.41, 'Peasant': 42.75, 'LumberJack': 11.78}","{'solar': 113, 'lunar': 71, 'eclipse': 153}"
2025-05-11T18:17:20.030845,1,loss,2.31,"{'Convert': 5, 'LumberJack': 5, 'Peasant': 2, 'Pantheon': 2}","{'Convert': 109.34, 'LumberJack': 189.02, 'Peasant': 41.5, 'Pantheon': 58.33}","{'Convert': 73.0, 'LumberJack': 61.49, 'Peasant': 17.15, 'Pantheon': 19.84}","{'solar': 185, 'lunar': 152, 'eclipse': 142}"
2025-05-11T18:17:22.257464,1,loss,2.23,"{'Peasant': 2, 'Convert': 5, 'Pantheon': 1}","{'Peasant': 51.77, 'Convert': 159.46, 'Pantheon': 10.56}","{'Peasant': 24.26, 'Convert': 65.48, 'Pantheon': 5.3}","{'solar': 172, 'lunar': 53, 'eclipse': 102}"
2025-05-11T18:17:23.303443,1,win,1.05,"{'LumberJack': 5, 'Peasant': 5, 'Convert': 3}","{'LumberJack': 178.77, 'Peasant': 143.9, 'Convert': 81.54}","{'LumberJack': 73.52, 'Peasant': 56.29, 'Convert': 21.47}","{'solar': 182, 'lunar': 145, 'eclipse': 56}"
2025-05-11T18:17:24.444484,1,win,1.14,"{'Peasant': 2, 'Convert': 1, 'LumberJack': 2}","{'Peasant': 47.48, 'Convert': 15.04, 'LumberJack': 34.32}","{'Peasant': 29.89, 'Convert': 5.6, 'LumberJack': 21.2}","{'solar': 113, 'lunar': 188, 'eclipse': 164}"
2025-05-11T18:17:26.268454,1,loss,1.82,"{'LumberJack': 3, 'Convert': 4, 'Pantheon': 3}","{'LumberJack': 98.28, 'Convert': 136.68, 'Pantheon': 76.12}","{'LumberJack': 29.34, 'Convert': 30.77, 'Pantheon': 27.82}","{'solar': 67, 'lunar': 175, 'eclipse': 142}"
2025-05-11T18:17:27.608364,1,win,1.34,"{'Convert': 4, 'LumberJack': 5, 'Peasant': 2, 'Pantheon': 2}","{'Convert': 129.27, 'LumberJack': 138.48, 'Peasant': 45.58, 'Pantheon': 39.31}","{'Convert': 54.47, 'LumberJack': 69.45, 'Peasant': 17.38, 'Pantheon': 34.19}","{'solar': 90, 'lunar': 118, 'eclipse': 145}"
2025-05-11T18:17:29.082864,1,loss,1.47,"{'Convert': 2, 'LumberJack': 1, 'Peasant': 2}","{'Convert': 43.21, 'LumberJack': 27.88, 'Peasant': 81.66}","{'Convert': 14.63, 'LumberJack': 12.04, 'Peasant': 23.15}","{'solar': 53, 'lunar': 53, 'eclipse': 134}"
2025-05-11T18:17:30.105088,1,loss,1.02,"{'LumberJack': 4, 'Convert': 4, 'Pantheon': 2}","{'LumberJack': 132.74, 'Convert': 152.7, 'Pantheon': 73.07}","{'LumberJack': 66.82, 'Convert': 36.42, 'Pantheon': 21.71}","{'solar': 102, 'lunar': 121, 'eclipse': 148}"
2025-05-11T18:17:31.531980,1,loss,1.43,"{'Pantheon': 3, 'LumberJack': 4, 'Convert': 5, 'Peasant': 1}","{'Pantheon': 61.75, 'LumberJack': 132.87, 'Convert': 152.15, 'Peasant': 45.91}","{'Pantheon': 33.87, 'LumberJack': 49.58, 'Convert': 66.12, 'Peasant': 15.71}","{'solar': 80, 'lunar': 148, 'eclipse': 69}"
